ï..BOROUGH,BUILDING.CLASS.CATEGORY,RESIDENTIAL.UNITS,LAND..SQUARE.FEET,GROSS..SQUARE.FEET,YEAR.BUILT,SALE.PRICE,MortgageRate,CovidDummy
Queens,1 ONE FAMILY DWELLINGS,1,3000,1280,1935,535000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1088,1935,314820,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,3742,864,1955,400000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1088,1925,579000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1088,1925,320000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,1530,1930,515000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2800,1216,1920,482400,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,5329,1837,1965,431000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1152,1920,350000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,3800,1364,1925,416000,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1320,1940,570000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1320,1940,485000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,4295,1384,1950,540000,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,5000,2558,1915,446460,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1290,1945,618500,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2675,1014,1960,510000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,2675,1014,1960,299000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,2423,1188,1950,500000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,2491,1188,1950,500000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,7290,2187,1955,570000,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,5564,2164,1930,732500,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,6000,1760,1930,565000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,6000,1980,1925,682500,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1919,1920,460000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,7000,1208,1920,805000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,2183,840,1940,430000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,1454,1700,1931,480000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1050,1965,365000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,3680,1268,1950,580000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,2520,1995,320000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,2112,1920,499000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,2020,1925,947365,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,3340,1860,1930,800000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,1800,1296,1950,492000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,1800,1296,1950,515000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1490,1930,518000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1500,1930,565000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1846,1920,558260,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,2258,1920,557000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,2790,1720,1925,218000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,2790,1720,1925,635000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,4230,1748,1920,555000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1442,1920,575000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1784,1920,290000,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1652,1920,459375,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1140,1950,267000,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1412,1940,285000,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,4400,1462,1925,450000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1250,1930,541660,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1230,1950,385000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1230,1950,485000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,4900,1230,1950,525000,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,6000,1623,1930,545000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1324,1930,370000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,8000,3390,1930,550000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1050,1950,530000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,6000,1594,1930,200000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2066,1090,2007,436527,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,4280,1964,1930,650000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1300,1940,632000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,3500,1338,1930,647000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,2517,1191,1920,657558,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,4278,1430,1930,285000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,4268,1415,1930,529000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,6773,3184,1920,455000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,3670,1475,1920,415000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,6000,2945,1920,735000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,8000,1946,1920,840000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,5000,2108,1920,700000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,2262,1920,430000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1916,1930,725000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1916,1930,565000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1430,1920,525000,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1365,1925,565000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1365,1925,625000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1360,1940,490000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1360,1940,290000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1360,1940,599000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1298,1920,282000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,2600,1584,1920,580000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,2400,1712,1920,438000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,3142,1911,1930,444272,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,2825,1136,1920,450000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,2825,1136,1920,609000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1176,1935,345000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2267,960,1940,517000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,2012,1940,560000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1980,1925,600000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,5100,1980,1920,655000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,3500,1890,1920,830684,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1552,1925,555000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1533,1925,455000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,2919,1409,1925,395460,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1688,1940,550000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,2600,1224,1950,495000,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1688,1935,350000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,1800,1080,1940,462000,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,1800,1080,1940,471000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,1800,1080,1940,302000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,1800,1080,1940,550000,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,2917,1462,1925,645000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,1800,1224,1945,460000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,1800,1224,1945,460000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,1800,1224,1945,510000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,1800,1224,1945,510000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2917,1458,1925,640000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,2917,1320,1925,240000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,3400,1568,1930,645000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,3600,1568,1930,410000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,2942,1544,1930,336000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,2942,1544,1930,575000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,2600,1440,1930,555000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1839,1930,905000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,2375,1744,1930,640000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1696,1930,463049,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,3500,1696,1930,277500,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,2200,1224,1930,352000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,3500,1516,1935,460500,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1200,1930,220000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1340,1930,645000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1632,1930,580000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1514,1925,493000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1254,1925,570000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,1782,1152,1935,525000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,1791,1152,1935,275000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,1806,936,1935,425000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,1800,936,1940,515000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,2142,1280,1940,530000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1640,1920,300000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1672,1920,540000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2860,1600,1920,310000,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,3400,1728,1920,450000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,2700,1648,1920,650000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1284,1930,560000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1284,1930,480000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1256,1930,599000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1672,1930,520000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1672,1930,639000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1532,1925,380000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,1981,1536,1940,377000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,3100,1920,1925,361092,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,3100,1920,1925,710000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,3100,1880,1925,570000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1551,1925,510000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,3500,1125,1945,370000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2100,1204,1950,480000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,1800,1080,1935,480000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1995,1940,557000,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1995,1940,650000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,1800,936,1945,473800,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,2933,1506,1940,550000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1744,1935,695000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,2850,1620,1935,600000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,5185,1520,1935,580000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,1671,2360,1920,250000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,3150,1516,1920,633000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1516,1920,545000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1516,1920,547000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1064,1930,420000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1224,1920,470000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,1887,1540,1945,455000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,1817,1540,1945,395000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,896,1950,300000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,896,1950,425000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,896,1950,250000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,1432,1945,285000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,870,1950,300000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,1200,1945,412600,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,1200,1935,462000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,1200,1945,250000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,1200,1945,451000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,1200,1945,459000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,1200,1945,455000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,1200,1945,425000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,1200,1950,485000,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,1200,1955,442000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,1200,1945,450000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,1200,1945,490000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,2967,1652,1950,300000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1620,1940,505000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2900,1604,1930,605000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1176,1930,500000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1188,1920,549000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,4200,1232,1935,553000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2400,1280,1930,590000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,2400,1280,1930,375000,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,2400,1580,1930,515000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,2400,1280,1930,450000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,2125,1248,1920,425000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1597,1925,580000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2650,1846,1930,390000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2375,1344,1920,220000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,2375,1344,1920,585000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,2375,1443,1920,440000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,2375,1344,1920,476053,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1494,1925,640000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,6000,1350,1930,728000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,3500,1336,1930,600000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,2800,1376,1925,570000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,2800,1376,1925,355000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,2800,1376,1925,572400,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1550,1925,510000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1680,1925,485000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1600,1925,655372,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1735,1925,405000,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1525,1925,510000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1185,1925,343500,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1273,1920,505000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1274,1920,525000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1274,1920,475000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1248,1930,274000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,1200,1935,470000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,3926,1330,1950,495000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,3926,1320,1950,450000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,3033,1280,1950,550000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,2300,1280,1950,300000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,3900,1290,1950,520000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,4200,1393,1940,499999,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,900,1940,311000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,760,1940,361722,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,760,1940,555000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,760,1940,317750,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,1800,1224,1940,499000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,1800,1224,1940,343000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,2,4375,2603,1950,453000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,3750,1238,1930,385000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1296,1925,346029,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,2442,1428,1930,600000,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,2186,1920,480000,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,2600,1416,1920,520000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1380,1925,490000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,2220,1395,1925,550000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,3325,1246,1940,606000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,3958,1144,1930,515000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1265,1920,475000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1265,1920,416527,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1265,1920,575000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1280,1920,554500,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,1555,1440,1950,479000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2160,1188,1950,200000,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,1796,1224,1950,350000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,2045,1935,415000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1944,1930,685000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1764,1935,390000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,4200,2006,1940,560000,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,1580,1800,2016,400000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,3200,1264,1925,530000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,2,4000,2202,1950,900000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,1800,1260,1930,500000,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,1617,1312,1930,512180,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,3060,1538,1945,590000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2970,1538,1945,360000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,3303,1020,1945,270000,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,3303,1020,1945,670000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,2156,1617,1940,236250,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,1440,1940,525000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1812,1925,575000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1812,1925,335000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,3760,1350,1925,540425,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,3810,1552,1925,560000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1898,1935,635000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1560,1930,337000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,2900,1464,1940,575000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,2900,1464,1940,431998,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,4230,1800,1920,550000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,5000,1326,1920,485000,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1576,1910,625000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1616,1925,645000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,8750,1965,1901,550000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,3742,1440,1960,373692,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1591,1935,325000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,5000,1383,1945,510000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1184,1930,605000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1616,1930,250000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1616,1930,600000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1280,1920,270000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1416,1920,660000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,4520,1125,1950,525000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,2450,1280,1925,385000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1816,1925,460000,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,3200,1754,1925,620000,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,1782,1106,1925,250000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,2200,1168,1925,590000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,2200,1168,1925,345000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,2200,1168,1925,237500,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1056,1955,480000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,2200,1117,1920,485000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,2600,1566,1930,435000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,2100,1106,1925,530000,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1527,1935,505000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,2200,1155,1925,450000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,2100,1001,1925,513555,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,2100,1168,1925,325500,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,2100,1168,1925,499931,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,2100,1148,1920,499000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,2200,1000,1920,489113,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1056,1955,395000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,1808,1152,1930,505000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1066,1960,630000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1066,1960,245000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,2,5000,2483,1950,966999,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,2100,1060,1925,306228,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,2664,1168,1950,495000,3.78,0
Queens,1 ONE FAMILY DWELLINGS,1,1808,1152,1930,540000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,3640,1209,1950,380000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,3739,1280,1930,465000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,2000,1280,1945,387000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,2700,1568,1920,705094,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,2700,1568,1920,367500,3.73,0
Queens,1 ONE FAMILY DWELLINGS,2,6000,2665,1930,954000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,4000,1572,1930,320000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,2500,1015,1930,465000,3.99,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1200,1930,625000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,3890,1063,1950,525000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,2600,1280,1940,550000,3.64,0
Queens,1 ONE FAMILY DWELLINGS,1,3200,1180,1944,1800000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,4116,1100,1930,570000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,3485,1008,1955,489000,4.2,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1023,1950,375000,3.68,0
Queens,1 ONE FAMILY DWELLINGS,1,1742,952,1920,1125000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,1568,1120,1925,1050000,3.58,0
Queens,1 ONE FAMILY DWELLINGS,1,1480,952,1925,1135000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,1655,952,1925,999100,3.73,0
Queens,1 ONE FAMILY DWELLINGS,1,1742,1190,1925,1290000,4.46,0
Queens,1 ONE FAMILY DWELLINGS,1,1742,952,1940,875000,3.75,0
Queens,1 ONE FAMILY DWELLINGS,1,1742,952,1925,537500,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,1842,2268,1930,1100000,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,1900,1580,1945,914000,3.74,0
Queens,1 ONE FAMILY DWELLINGS,1,1317,960,1930,1225000,4.35,0
Queens,1 ONE FAMILY DWELLINGS,1,3000,1234,1920,835000,4.06,0
Queens,1 ONE FAMILY DWELLINGS,1,1900,1260,1945,700000,3.78,0
